imei1,activation_time
353319581685960,2023-01-31 15:31:14.2150
353319581686026,2023-01-18 17:39:25.6460
353319581686125,2022-12-17 11:25:34.5950
353319581686166,2023-01-19 16:23:11.7970
353319581686323,2022-12-14 17:49:24.0650
353319581686380,2022-12-13 16:42:46.2900
353319581686521,2022-12-28 16:10:37.0230
353319581686562,2022-12-20 15:57:33.6050
353319581686588,2022-12-27 10:25:36.7130
353319581686760,
353319581686828,
353319581686984,2022-09-21 10:25:42.9070
353319581687065,2022-10-01 20:53:33.1860
353319581687727,2022-12-17 09:22:00.6690
353319581688105,2022-12-23 15:06:56.3520
353319581688121,2022-12-24 20:04:48.0390
353319581688188,
353319581688568,2022-12-24 17:48:40.1410
353319581688600,2022-12-24 18:49:26.7840
353319581688709,2022-12-22 12:56:26.7750
353319581688923,2022-12-27 15:37:46.9090
353319581689103,2023-02-03 16:52:38.6910
353319581689129,2023-01-18 14:28:11.6530
353319581689202,2022-12-30 10:54:03.1890
353319581689244,2023-01-22 17:25:00.4510
353319581689269,2022-12-24 23:53:05.9560
353319581689384,2022-12-20 10:57:00.9190
353319581689400,2023-01-26 20:16:11.0560
353319581689426,
353319581689442,2022-09-23 08:30:36.9440
353319581689509,2022-12-20 13:29:46.7550
353319581689566,2022-12-20 13:26:59.1470
353319581689582,
353319581689640,2023-01-19 12:17:00.2280
353319581689665,2023-01-11 18:40:41.7730
353319581689723,2022-12-31 13:44:37.0790
353319581689780,2023-01-05 21:38:59.2200
353319581689806,2022-12-22 10:04:00.6660
353319581689848,2022-12-28 15:11:01.4880
353319581689863,2022-12-24 18:59:09.8050
353319581689905,2022-12-16 13:55:01.1970
353319581690101,
353319581690283,2022-09-09 15:12:36.8370
353319581690325,2022-12-25 12:47:13.7170
353319581690366,2022-12-24 15:58:26.8960
353319581690622,2022-12-22 14:18:05.6590
353319581690705,
353319581690804,2022-09-07 19:21:58.7580
353319581691026,2022-12-13 11:36:34.2250
353319581691067,
353319581691083,2022-12-24 09:19:33.7380
353319581691141,2022-09-07 10:06:07.3990
353319581691208,
353319581691240,
353319581691265,
353319581691323,2023-01-04 10:56:28.8780
353319581691364,2023-01-24 14:11:14.4760
353319581691943,
353319581692008,2023-01-03 15:00:12.9820
353319581692024,2022-12-14 14:18:38.4460
353319581692081,2022-12-14 13:16:51.2070
353319581692164,2022-09-25 22:13:49.1060
353319581692206,
353319581692305,2022-11-24 16:16:48.4890
353319581692347,
353319581692362,
353319581692388,2022-12-28 09:05:22.7410
353319581692446,2022-12-22 16:05:35.7310
353319581692602,
353319581692800,
353319581692867,
353319581692909,2023-01-04 15:10:05.1560
353319581692941,
353319581692982,2022-11-11 18:55:50.9000
353319581693048,2022-09-19 15:11:52.3100
353319581693089,2023-01-10 15:29:26.0420
353319581693121,2022-12-21 23:12:52.0270
353319581693162,
353319581693188,
353319581693204,2022-12-15 13:39:59.1870
353319581693220,2022-12-26 19:21:39.0110
353319581693246,
353319581693261,2022-12-29 10:47:00.1790
353319581693287,2022-12-30 07:41:30.6010
353319581693345,
353319581693600,2023-01-21 15:16:22.1880
353319581693683,2022-12-14 21:14:38.7950
353319581693782,2023-01-28 13:01:54.3540
353319581693881,2023-01-13 13:02:04.0700
353319581693949,2023-01-18 21:21:51.0600
353319581694046,2022-12-15 09:59:34.8840
353319581694129,2022-09-02 11:39:09.0800
353319581694160,
353319581694269,2022-09-27 15:02:46.6140
353319581694285,2023-02-09 10:38:25.4910
353319581694301,2022-09-10 09:55:46.6820
353319581694343,2022-12-27 18:54:42.4400
353319581694368,2022-12-15 15:28:55.4720
353319581694384,2022-12-14 16:23:55.9590
353319581694426,2022-12-20 16:02:10.3260
353319581694467,2022-12-29 22:33:33.5580
353319581694483,2022-12-20 13:28:24.4530
353319581694509,2022-11-02 14:22:45.2350
353319581694566,2023-01-04 14:53:11.3040
353319581694624,2022-12-29 10:01:49.6280
353319581694749,2022-09-06 06:37:45.2410
353319581694822,2022-12-21 13:58:46.5810
353319581694863,2022-12-23 18:42:41.8590
353319581694889,2022-12-29 14:08:20.8640
353319581694905,
353319581694921,2022-12-20 13:59:57.0700
353319581694962,2022-12-22 19:43:30.1820
353319581695027,2022-09-16 15:42:33.3050
353319581695142,
353319581695241,
353319581695282,2022-12-29 17:14:04.0940
353319581695381,2022-10-10 17:12:15.3790
353319581695407,2023-01-07 16:51:54.6800
353319581695423,2023-01-03 10:42:13.6040
353319581695506,2022-12-28 12:28:09.7330
353319581695522,2022-09-06 09:27:44.5180
353319581695548,2022-12-31 09:40:00.5620
353319581695563,2023-01-03 14:17:09.2160
353319581695589,2023-01-27 10:17:19.0850
353319581695605,2022-12-28 07:20:55.3600
353319581695647,2023-02-09 14:15:10.0540
353319581695688,2022-12-30 18:30:16.1870
353319581695704,2022-10-26 18:24:34.5070
353319581695720,2022-10-18 16:52:03.7510
353319581695761,2023-01-07 10:16:18.8540
353319581695787,2022-09-06 17:48:27.1740
353319581695803,2023-01-04 19:55:53.6370
353319581695829,2023-01-05 19:46:38.2690
353319581695845,2022-12-18 14:11:02.8440
353319581695886,2023-01-18 20:21:54.1080
353319581695928,2022-12-15 19:12:24.6670
353319581696041,2022-12-14 13:37:37.4030
353319581696082,2022-09-19 12:31:02.5170
353319581696124,2022-12-21 10:05:09.0390
353319581696165,
353319581696207,2023-01-07 15:12:29.3050
353319581696249,2022-10-02 13:07:22.5940
353319581696264,2022-12-19 01:08:54.7570
353319581696306,2022-12-20 17:02:47.3000
353319581696348,2022-12-30 12:17:09.2530
353319581696405,2022-12-04 13:20:48.5920
353319581696447,2023-01-24 15:59:42.5750
353319581696520,2023-01-16 16:07:41.1300
353319581696587,2022-12-31 11:57:27.4710
353319581696603,2022-12-15 17:56:38.8100
353319581696686,2023-01-06 12:54:37.5050
353319581696744,2022-12-14 13:44:32.9450
353319581696769,2022-12-29 09:57:00.6120
353319581696843,2022-12-16 10:26:04.0650
353319581696884,2022-12-15 22:55:22.5280
353319581696926,2022-09-14 16:09:46.4300
353319581696942,2023-01-06 22:55:34.1720
353319581696983,2022-09-05 14:08:44.9420
353319581697007,
353319581697049,2023-01-17 18:08:53.7480
353319581697064,2022-11-13 12:05:01.1360
353319581697122,2022-12-16 15:59:57.4560
353319581697148,2022-09-16 10:07:45.4140
353319581697247,2022-12-17 11:09:51.7980
353319581697320,2022-12-20 16:28:08.3290
353319581697346,2023-01-19 17:33:03.7590
353319581697387,2023-01-09 21:12:03.3870
353319581698062,2023-01-15 10:21:51.4210
353319581698229,2022-12-24 18:44:24.6720
353319581698302,2022-12-17 10:35:48.7640
353319581698328,2022-12-28 13:58:39.3000
353319581698344,2023-01-08 19:33:29.5020
353319581698567,2022-12-24 15:55:09.6360
353319581698609,2022-12-24 21:24:56.6880
353319581698682,2023-02-02 13:51:08.2350
353319581698708,2023-01-07 19:47:53.9750
353319581698724,2023-01-25 19:36:03.5380
353319581698807,2022-12-22 17:10:57.9340
353319581698880,2023-01-06 12:47:53.3490
353319581699060,2022-09-07 10:04:35.9850
353319581699086,
353319581699482,
353319581699680,2022-11-10 10:54:04.8180
353319581700645,2023-01-03 14:08:25.4050
353319581701148,2022-12-16 15:13:45.5030
353319581701247,
353319581701387,2022-12-27 14:51:40.2970
353319581701981,2022-12-29 11:28:47.9620
353319581702062,2022-12-16 14:37:51.2710
353319581705180,2023-01-05 13:46:47.3820
353319581705248,2022-12-23 14:10:34.3480
353319581705701,2022-12-23 17:36:17.7200
353319581706105,2022-12-20 11:38:29.2650
353319581706188,2022-12-24 11:19:45.9360
353319581706261,2022-12-24 20:10:36.1040
353319581707129,2023-01-13 15:32:36.9430
353319581707624,2022-12-16 15:39:51.8070
353319581707947,2022-12-17 12:57:37.7710
353319581710008,2022-12-22 12:10:33.9940
353319581710529,2022-12-22 12:13:40.2340
353319581710545,2023-01-04 18:11:22.4080
353319581710941,2023-01-04 21:38:18.3940
353319581712442,2022-12-24 17:52:43.5140
353319581712806,2022-12-28 13:28:49.2220
353319581712962,2023-01-21 20:40:42.2380
353319581713002,2022-12-23 15:58:20.2340
353319581713309,2023-02-09 13:19:22.9250
353319581713523,2022-12-16 14:32:15.4880
353319581713929,2023-01-06 09:46:39.3930
353319581713986,2022-12-15 10:30:38.4590
353319581714380,2022-12-26 13:24:30.3610
353319581714463,2022-12-29 17:44:23.0530
353319581714547,2022-12-22 19:57:04.3070
353319581714620,2023-01-04 20:49:39.9530
353319581714729,2023-01-21 18:40:51.8200
353319581714786,2023-01-03 08:34:50.2030
353319581714802,2022-12-28 19:04:03.9830
353319581714828,2022-12-18 10:46:09.0750
353319581714901,2022-12-27 12:59:55.6520
353319581715106,2022-12-17 16:31:08.6040
353319581715148,2022-12-25 23:03:44.0480
353319581715205,2022-12-16 15:50:03.1640
353319581715221,2022-12-23 13:50:11.7550
353319581715247,2022-12-16 12:10:52.8210
353319581715262,2022-12-13 17:41:40.2820
353319581715320,2022-12-31 16:23:05.1680
353319581715346,2022-12-16 12:49:16.6510
353319581715361,2022-12-25 11:10:43.9080
353319581715387,2023-01-05 15:13:16.3920
353319581715403,2023-02-12 15:31:40.9250
353319581715445,2023-01-07 14:24:37.5600
353319581715502,2022-12-23 14:17:23.5020
353319581715528,2022-12-17 13:46:11.1370
353319581715668,2022-12-24 14:28:08.4590
353319581715924,2022-12-24 11:35:19.7650
353319581715965,2022-12-22 12:49:48.1280
353319581716047,2023-01-05 18:00:18.0420
353319581716062,2022-12-28 12:52:02.8000
353319581716187,2022-12-23 20:21:57.7570
353319581716245,2022-12-22 18:23:52.1150
353319581716286,2022-12-22 13:28:52.7210
353319581716344,2022-12-23 12:55:53.9960
353319581716443,2023-01-04 12:27:01.6390
353319581716484,2022-12-14 16:19:41.0210
353319581716708,2023-01-02 17:57:32.1710
353319581716724,2022-12-15 22:20:55.3800
353319581716740,
353319581716765,2022-12-14 12:01:09.7700
353319581716807,2023-01-05 06:56:44.9750
353319581716880,2023-01-06 13:30:32.2570
353319581716922,2022-12-24 16:53:37.2930
353319581716948,2022-12-22 14:35:01.4300
353319581716989,2023-02-01 22:43:46.1170
353319581717086,2022-12-22 23:46:10.3230
353319581717284,2022-12-23 14:23:42.6800
353319581717300,2023-01-12 05:23:57.8330
353319581717607,2022-12-22 18:52:32.6840
353319581717706,2022-12-22 16:33:57.4940
353319581717789,2022-12-17 11:39:57.9830
353319581718084,2022-12-24 12:38:09.0590
353319581718100,2022-12-21 14:10:50.6030
353319581718183,2022-12-14 12:06:43.9140
353319581718209,2022-12-25 14:16:58.8610
353319581718365,2022-12-22 14:31:55.4210
353319581718381,2023-01-04 12:36:23.3630
353319581718423,2022-12-21 13:41:42.2270
353319581718548,2022-12-21 16:24:36.7260
353319581718563,2022-12-22 15:39:29.0370
353319581718621,2023-01-05 14:14:24.3170
353319581718647,2023-01-17 11:29:19.5070
353319581718688,2023-01-08 18:34:12.5890
353319581718746,2022-12-24 13:04:08.1090
353319581718928,
353319581718969,2022-12-18 11:52:06.5990
353319581719140,2022-12-28 12:49:32.1090
353319581719264,2023-01-03 15:51:30.9790
353319581719306,2022-12-15 15:49:36.8460
353319581719348,2022-12-22 16:57:53.3540
353319581719363,2023-01-06 20:07:32.4020
353319581755102,2022-12-06 14:54:05.1710
353319581755227,
353319581755342,2022-11-29 16:45:25.3620
353319581756860,2022-09-11 08:17:19.0150
353319581757181,
353319581757207,
353319581760383,2022-09-01 11:48:50.2680
353319581760680,
353319581760748,2022-09-11 10:02:05.9660
353319581760920,2022-09-07 19:11:55.7370
353319581762249,
353319581762900,2022-10-21 13:46:52.6790
353319581765143,2022-10-08 18:03:56.3570
353319581766307,
353319581770408,2022-09-02 14:46:27.8140
353319581782841,2022-10-10 15:23:05.3840
353319581788988,2022-09-04 20:34:00.7600
353319581789663,
353319581790380,
353319581790521,2022-09-30 14:31:55.4360
353319582132442,
353319582164726,
353319582168461,2022-09-22 16:25:14.4810
353319582168669,2022-11-07 18:50:09.0040
353319582179088,2022-09-22 15:00:29.4460
353319582182447,2022-09-16 12:57:29.1420
353319582204746,2022-10-13 14:40:44.8050
353319582220882,2022-11-13 15:42:55.7470
353319582223886,2022-12-17 13:15:26.7530
353319582226566,2022-08-10 09:05:31.8300
353319582229966,2022-12-24 18:18:33.5810
353319582231228,2022-08-11 17:23:10.4330
353319582235641,2023-01-03 12:35:25.4820
353319582235781,2022-12-23 19:29:05.9840
353319582235864,2023-01-11 13:59:24.3220
353319582235880,2022-09-08 15:10:00.1920
353319582236003,2022-09-05 19:06:48.9450
353319582236128,2022-08-16 14:07:36.4230
353319582236243,2022-12-15 20:25:59.3630
353319582236268,2022-12-07 15:47:06.0500
353319582236284,2023-01-03 18:55:43.4050
353319582236300,2022-12-16 13:15:29.0310
353319582236326,2022-08-24 12:03:50.8290
353319582236367,
353319582236383,2022-11-15 16:16:00.3690
353319582236425,
353319582236466,2022-09-23 08:47:46.5050
353319582236581,2022-10-06 21:03:11.5830
353319582236680,2022-12-07 17:39:56.8840
353319582236789,2022-12-06 15:18:42.0940
353319582236888,2022-10-28 10:58:34.3590
353319582236920,2022-08-10 07:47:10.5280
353319582237084,2022-12-24 14:59:24.9570
353319582237100,2022-09-21 10:08:38.5720
353319582237142,2023-02-10 13:07:20.9300
353319582237209,2022-12-08 11:35:53.3380
353319582237241,2022-09-20 09:57:03.4420
353319582237308,2023-01-04 22:14:55.1370
353319582237365,2022-11-09 14:58:20.9110
353319582237381,2023-01-03 14:55:49.0630
353319582237548,2022-10-10 13:26:45.2210
353319582237647,2023-01-03 12:40:42.0940
353319582237704,2022-09-06 15:46:58.4240
353319582237720,2022-08-11 09:10:55.2450
353319582237803,2022-12-31 08:01:15.1390
353319582237860,2022-12-07 10:50:32.7360
353319582237928,2022-11-11 11:05:31.8790
353319582238025,2022-08-11 10:09:25.9820
353319582238066,2022-08-11 15:31:23.8790
353319582238140,2022-12-28 11:01:58.9590
353319582238280,2022-08-10 12:54:21.6100
353319582238306,2022-10-26 17:18:42.9880
353319582238322,2022-08-15 13:31:07.2380
353319582238389,2022-12-28 10:55:36.0260
353319582238462,2022-08-10 09:26:03.0020
353319582238561,2022-12-04 10:33:31.4090
353319582238587,2022-10-03 11:01:30.1770
353319582238603,2022-12-03 09:41:53.2840
353319582238660,2022-09-17 09:27:25.3680
353319582238702,2022-12-14 14:14:38.5070
353319582238769,2022-12-08 13:58:34.5290
353319582238785,2022-12-28 11:29:32.9220
353319582238827,2022-12-29 18:04:53.0930
353319582238942,2022-08-20 13:40:00.7470
353319582239007,2022-10-11 15:53:05.5730
353319582239064,2022-12-02 19:35:29.9240
353319582239106,2022-08-11 22:15:36.4980
353319582239163,2022-12-31 12:40:38.2190
353319582239262,2022-12-07 22:16:06.6000
353319582239304,2023-01-02 20:55:57.6850
353319582239486,2022-08-10 08:35:10.6510
353319582239502,2022-10-28 19:26:52.6340
353319582239569,2023-01-03 18:50:51.1260
353319582239643,2023-02-12 16:01:35.4070
353319582239841,2022-12-31 11:44:05.7080
353319582239882,2022-12-06 13:10:34.4150
353319582239940,2022-08-10 19:45:54.0700
353319582240047,2022-08-12 17:42:14.6790
353319582240088,2022-08-11 14:48:31.6070
353319582240120,2022-12-25 19:36:14.6510
353319582240146,2022-12-14 14:22:40.0150
353319582240187,2023-01-30 15:43:22.2840
353319582240203,2022-09-21 14:02:04.9270
353319582240229,2022-10-19 00:43:20.5390
353319582240260,2022-10-07 15:47:16.8990
353319582240286,2022-12-26 13:54:13.9170
353319582240302,2022-12-26 18:12:47.5800
353319582240328,2022-11-11 12:06:37.3980
353319582240385,2022-12-31 08:21:59.5810
353319582240443,2022-11-23 17:27:37.3980
353319582240542,2022-12-30 14:44:44.3850
353319582240567,2022-09-21 17:35:07.1660
353319582240609,2023-01-03 17:17:52.6070
353319582240682,2022-08-14 06:38:53.9940
353319582240708,2022-12-24 08:47:18.3340
353319582240724,2022-08-10 13:24:20.0230
353319582240807,2022-10-26 09:57:34.1670
353319582240823,
353319582240849,
353319582240880,2023-02-02 05:38:11.2360
353319582241003,2023-01-05 15:37:18.4820
353319582241029,2022-12-03 13:27:06.4340
353319582241086,2022-12-07 14:17:10.7740
353319582241102,2022-12-06 13:53:35.6290
353319582241144,2022-10-31 10:13:14.1130
353319582241169,2022-10-13 19:25:25.9440
353319582241201,2023-01-08 09:03:05.5200
353319582241243,2022-12-30 18:39:15.8670
353319582241367,2022-12-06 17:27:26.6400
353319582241441,2022-12-28 16:56:58.0680
353319582241540,
353319582241565,2022-12-28 12:51:57.6440
353319582241649,2022-09-07 16:17:14.3740
353319582241664,2022-09-17 15:16:45.0470
353319582241680,2022-11-05 13:27:00.6180
353319582241748,2022-10-28 16:45:23.2790
353319582241789,2022-12-24 20:14:04.5140
353319582241821,2023-02-08 14:31:19.2660
353319582241847,2022-09-09 10:15:53.4410
353319582241904,2022-10-07 11:56:42.6930
353319582241946,2022-08-16 10:02:12.1120
353319582241961,2022-08-14 19:57:30.1510
353319582241987,2022-12-19 08:45:43.8400
353319582242027,2022-08-14 12:58:34.6400
353319582242084,
353319582242100,2022-10-05 15:37:50.6830
353319582242126,
353319582242142,
353319582242167,2022-12-24 10:30:57.5910
353319582242209,2023-01-02 10:57:14.5680
353319582242282,2022-09-27 08:02:52.6470
353319582242308,2023-02-08 14:01:16.4210
353319582242365,2022-12-28 12:45:01.2110
353319582242381,2022-12-28 14:09:06.3820
353319582242407,2022-08-10 09:49:54.6060
353319582242449,2022-12-24 10:45:57.3320
353319582242480,2022-11-08 07:56:41.7620
353319582242522,2022-10-09 12:11:23.0910
353319582242621,2022-09-26 16:43:41.2180
353319582242647,2022-10-19 14:56:56.9550
353319582242704,2022-08-11 12:34:43.1540
353319582242720,2022-11-04 15:39:26.3180
353319582242803,2022-09-14 09:04:51.3360
353319582242845,2023-01-14 12:10:08.2510
353319582242860,2022-08-24 09:32:44.1600
353319582242886,2022-08-28 11:21:54.4540
353319582242902,2022-09-28 11:08:29.7110
353319582242944,2022-09-29 15:16:42.8160
353319582243140,
353319582243264,2022-12-22 14:39:29.9280
353319582243306,2023-01-02 22:13:18.3670
353319582243322,2022-12-24 18:02:17.8030
353319582243363,2022-11-08 11:22:43.5010
353319582243405,2022-11-30 12:37:56.5040
353319582243447,2022-10-08 12:12:28.3950
353319582243488,2022-11-08 18:17:45.1050
353319582243686,2022-08-11 13:59:25.0920
353319582243702,2022-10-05 08:33:34.2740
353319582243728,2022-12-24 20:21:02.1120
353319582243801,2022-09-29 16:22:23.6830
353319582243843,2023-02-07 12:33:11.2210
353319582243900,2022-09-24 14:05:22.5040
353319582243926,2022-08-12 19:40:35.9630
353319582243942,
353319582243967,2022-08-18 12:25:53.2490
353319582243983,2022-09-29 19:08:35.5100
353319582244007,2022-10-05 16:01:47.9320
353319582244064,
353319582244148,
353319582244205,2022-11-08 10:06:44.3500
353319582244247,2023-01-21 15:38:14.7430
353319582244262,2023-01-25 09:42:50.8720
353319582244346,2022-12-29 21:38:35.9400
353319582244361,
353319582244460,2023-01-23 09:28:28.8420
353319582244601,2023-01-24 13:45:41.7150
353319582244668,2023-01-26 14:11:58.3750
353319582244700,2022-08-21 18:54:42.5070
353319582244841,2022-10-08 10:16:51.7370
353319582244908,2022-10-08 10:40:41.2550
353319582245020,2022-09-16 18:30:47.2410
353319582245046,2022-08-30 09:31:47.3950
353319582245129,2022-10-12 06:13:27.5680
353319582245186,2022-10-05 08:00:46.0830
353319582245202,2022-10-24 15:36:23.2850
353319582245244,2022-08-11 08:39:02.0060
353319582245301,2022-10-11 18:35:38.3520
353319582245368,
353319582245384,2023-01-25 19:11:35.0830
353319582245426,2022-09-07 14:25:24.5620
353319582245483,2022-12-10 13:34:12.9430
353319582245525,2022-09-24 20:06:32.9510
353319582245608,2022-11-17 11:45:05.8800
353319582245624,2022-10-02 14:49:17.8910
353319582245665,2022-08-16 13:17:31.9400
353319582245681,2022-10-14 12:45:37.6000
353319582245780,2022-11-11 23:16:00.8510
353319582245806,2022-10-12 17:38:00.6670
353319582245848,2022-09-23 20:12:57.9420
353319582245947,2022-08-11 16:09:42.0270
353319582245988,2022-10-07 14:14:47.0840
353319582246002,2022-08-11 14:15:52.5310
353319582246028,2022-10-05 12:42:19.1130
353319582246044,2022-12-24 15:05:05.7400
353319582246085,2022-09-30 10:46:57.7300
353319582246101,
353319582246127,2022-10-15 08:29:28.9090
353319582246143,2023-01-11 20:49:48.8180
353319582246168,2023-02-07 17:03:24.5580
353319582246325,2022-09-30 14:00:36.0100
353319582246440,2022-12-16 21:15:35.5400
353319582246465,2023-01-30 13:38:35.7440
353319582246507,2022-12-27 18:56:40.5790
353319582246523,
353319582246580,
353319582246606,2022-08-20 14:30:50.6530
353319582246622,
353319582246648,
353319582246663,2022-09-06 09:17:08.1990
353319582246721,2022-10-06 17:06:55.1490
353319582246747,2022-08-24 20:52:13.0750
353319582246788,2022-08-17 15:58:03.0160
353319582246804,2023-01-09 11:29:37.3460
353319582246846,2022-09-17 15:28:54.4330
353319582246861,2022-10-08 10:18:21.3610
353319582246887,2022-08-11 15:11:55.4680
353319582246960,2022-09-06 09:35:09.4140
353319582247000,
353319582247067,2022-08-11 13:21:31.0130
353319582247166,2022-09-29 11:38:50.5620
353319582247182,2022-08-24 14:22:57.5390
353319582247208,2022-09-01 16:01:22.1130
353319582247224,2022-10-24 11:40:13.1170
353319582247281,2022-10-31 13:25:30.5660
353319582247323,2022-08-10 10:37:13.2160
353319582247406,2022-09-06 10:48:27.2470
353319582247422,2022-09-20 08:41:14.5510
353319582247448,2022-09-07 13:49:11.0660
353319582247463,2022-08-11 14:12:46.6400
353319582247489,
353319582247521,2022-12-03 19:23:25.5780
353319582247562,2022-08-20 19:35:46.0480
353319582247604,2022-09-06 12:54:21.5400
353319582247646,2022-08-24 10:53:45.7300
353319582247703,
353319582247760,
353319582247786,2022-09-06 19:04:00.8510
353319582247802,2022-10-26 19:50:40.7800
353319582247828,2022-09-20 15:25:06.3180
353319582247869,2022-09-09 15:11:07.6100
353319582247885,2022-12-20 20:13:09.1950
353319582247927,2022-10-26 12:57:14.1320
353319582247968,2022-08-15 08:31:35.9230
353319582247984,
353319582248024,2022-10-06 14:23:18.0880
353319582248065,2022-09-06 17:12:00.7290
353319582248180,2023-02-08 15:27:41.2360
353319582248248,2022-12-10 18:15:39.9040
353319582248305,2022-08-13 21:42:22.5930
353319582248388,2022-09-20 15:03:47.6630
353319582248404,
353319582248461,2022-08-11 15:24:37.2360
353319582248628,2022-11-09 15:09:46.0440
353319582248669,2022-09-07 13:50:50.3850
353319582248685,2022-12-14 18:02:11.8200
353319582248701,2022-09-06 09:01:01.1480
353319582248883,2022-08-18 13:58:25.3780
353319582248925,2022-10-25 18:58:45.5540
353319582248941,2022-08-11 10:57:13.0980
353319582248966,2022-09-22 14:03:23.1220
353319582248982,2022-08-11 16:18:47.8450
353319582249006,2022-10-20 16:33:51.3300
353319582249022,2022-08-24 21:07:39.2190
353319582249048,2022-08-12 16:35:18.2050
353319582249105,2022-09-12 11:07:14.9950
353319582249147,2022-09-18 14:52:23.3280
353319582249162,2022-09-07 11:05:19.2580
353319582249204,2022-08-20 11:01:32.0100
353319582249246,2022-08-11 12:33:25.1430
353319582249261,2022-11-09 11:35:30.0580
353319582249329,
353319582249386,2022-12-17 18:18:30.5930
353319582249402,2022-08-26 08:36:14.4150
353319582249428,2022-12-27 14:49:41.5550
353319582249444,2022-09-06 17:58:20.2530
353319582249485,2023-01-25 21:38:40.5490
353319582249527,2022-09-12 17:10:45.8840
353319582249543,2023-01-18 06:59:57.6290
353319582249568,
353319582249584,2022-08-18 16:30:33.7290
353319582249683,2022-08-11 14:12:15.6860
353319582249709,
353319582249881,2022-09-13 16:59:53.5450
353319582250020,2022-08-12 18:58:28.5060
353319582250061,2022-09-22 10:44:05.6100
353319582250087,
353319582250129,2022-12-10 08:57:01.3370
353319582250145,2022-12-30 20:42:19.3710
353319582250269,2022-08-10 08:44:50.2960
353319582250285,2023-01-13 18:46:39.1240
353319582250301,2022-08-10 13:07:08.2440
353319582250327,2023-02-09 17:51:12.2190
353319582250343,2022-09-09 04:50:04.8040
353319582250384,
353319582250400,2022-09-14 15:33:32.7210
353319582250426,2022-10-25 14:19:21.8670
353319582250442,2022-09-19 10:36:47.5520
353319582250483,2022-10-10 07:01:44.4110
353319582250525,2022-08-12 04:22:36.7040
353319582250541,2022-09-08 10:03:15.0990
353319582250624,2022-12-14 15:37:06.0970
353319582250640,2022-11-10 17:56:03.3440
353319582250723,2022-08-14 13:54:50.4660
353319582250764,2022-08-24 11:02:18.7500
353319582250780,2022-08-12 15:07:23.5500
353319582250822,2022-12-24 11:34:53.9870
353319582250848,2023-02-02 17:17:34.6970
353319582250863,2022-10-24 15:24:39.5810
353319582250889,2022-09-20 15:01:19.4670
353319582250905,2022-09-12 16:39:03.4700
353319582250947,2022-12-22 15:25:54.4710
353319582251028,2022-08-12 15:24:00.5210
353319582251044,2022-12-18 10:21:02.9250
353319582251069,2022-10-11 17:15:02.9580
353319582251101,2022-10-11 13:54:30.4100
353319582251127,2022-11-17 15:29:37.7180
353319582251143,2022-08-18 16:06:47.1010
353319582251200,2022-12-24 16:28:59.3850
353319582251242,2022-08-10 07:50:55.0840
353319582251267,2022-12-30 10:08:34.2000
353319582251283,2022-08-15 09:50:55.8100
353319582251325,
353319582251341,2022-09-10 16:54:06.3920
353319582251408,2022-10-13 16:07:23.7600
353319582251424,2022-12-15 10:49:12.0240
353319582251440,2022-12-21 18:02:55.0340
353319582251465,2022-11-10 18:58:17.2870
353319582251481,2022-12-11 23:25:44.7090
353319582251606,2022-12-12 12:37:28.8210
353319582251648,2022-09-19 12:30:51.7130
353319582251663,2023-02-13 12:19:00.5330
353319582251788,2022-12-21 10:46:25.9780
353319582251903,2023-01-10 13:58:36.5840
353319582251929,2022-12-17 21:15:32.0680
353319582251945,2022-11-01 20:01:31.8650
353319582251960,2022-12-14 09:33:35.4570
353319582252000,2023-02-02 13:40:21.8840
353319582252042,2022-09-17 09:03:29.6190
353319582252067,2022-10-28 19:19:25.5710
353319582252083,2022-11-02 06:33:39.3140
353319582252240,2022-10-06 15:53:41.7760
353319582252323,2022-12-16 14:12:05.3040
353319582252380,2022-08-11 14:22:51.9290
353319582252448,2022-12-15 13:49:20.8320
353319582252489,2022-12-17 15:39:07.9080
353319582252521,2022-08-11 14:40:54.5560
353319582252547,
353319582252562,2022-09-22 14:23:26.9910
353319582252604,2022-08-11 14:04:24.2210
353319582252646,2022-08-12 10:15:08.5220
353319582252661,2022-12-15 17:26:29.4360
353319582252729,2022-12-24 14:42:02.1770
353319582252745,2022-08-13 08:45:44.8870
353319582252786,2022-08-12 12:43:52.0260
353319582252828,2022-08-16 06:45:30.4560
353319582252869,2022-12-17 12:54:31.5480
353319582252885,2022-11-17 15:48:59.9490
353319582252901,2022-08-20 08:16:06.0700
353319582252968,2023-01-25 17:34:51.5890
353319582252984,2023-01-06 10:57:48.0330
353319582253040,2022-08-15 16:19:55.6860
353319582253065,2022-12-09 16:20:17.3880
353319582253081,2022-11-04 10:59:49.4100
353319582253107,2022-10-07 19:39:59.3450
353319582253123,2022-12-20 14:37:22.7970
353319582253149,2022-08-11 13:06:09.8600
353319582253164,2022-12-17 11:05:58.1850
353319582253180,2022-11-04 19:30:36.3580
353319582253206,2022-08-12 16:13:37.3610
353319582253222,2022-08-11 15:35:10.2600
353319582253248,
353319582253289,
353319582253305,2022-12-17 14:36:13.9280
353319582253321,2022-12-15 22:29:05.5890
353319582253362,2023-01-04 10:08:15.2140
353319582253388,2023-02-05 08:02:56.4530
353319582253420,2023-01-25 15:59:45.5770
353319582253446,2022-09-16 17:34:33.6430
353319582253487,2023-01-10 10:20:50.3470
353319582253503,2022-12-20 09:09:52.5680
